girl,std_mark,realpercentile,kcpe2001,kcpe2004,total_2004,rotation,total1_2005,streams1_2005,init_clsize,Nteachers,gradesize,schoolsize,Y2,schoolid,streamsize,Y1,Nteachers_prim,treatment,costs
0,-1.0327427,20.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,5.464286,8,1,34
1,-1.1805556,13.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,13.257143,8,1,34
0,-1.0130343,22.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,11.364285,8,1,34
1,-0.027614782,49.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,8.442858,8,1,34
1,-0.5203245,40.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,22.828571,8,1,34
0,-0.5893039,38.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,16.264286,8,1,34
0,-1.0130343,23.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,14.921429,8,1,34
0,-1.1115762,16.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,11.821428,8,1,34
0,-0.7174084,35.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,21.221428,8,1,34
1,-1.2593892,10.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,21.328571,8,1,34
1,-0.27396965,42.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,44.0,12.6214285,8,1,34
0,1.6968694,96.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,22.692856,8,1,34
0,1.5490564,94.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,20.814285,8,1,34
0,0.76072085,75.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,18.442858,8,1,34
1,0.19903171,56.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,28.678572,8,1,34
0,1.223868,88.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,24.12143,8,1,34
1,0.31728205,57.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,22.821428,8,1,34
0,0.73115826,74.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,15.335714,8,1,34
1,0.6621789,71.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,20.62857,8,1,34
0,0.021656193,52.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,20.492857,8,1,34
0,0.19903171,56.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,24.37143,8,1,34
0,1.0169299,80.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,9.228572,8,1,34
0,1.174597,86.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,26.528572,8,1,34
1,0.4453866,61.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,28.45,8,1,34
1,0.79028344,77.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,28.414286,8,1,34
1,1.5983274,95.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,38.014286,8,1,34
0,1.3027016,91.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,30.421429,8,1,34
1,0.5636369,65.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,22.849998,8,1,34
0,0.4453866,62.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,10.228572,8,1,34
0,0.97751313,79.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,9.264286,8,1,34
1,1.1351802,85.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,20.257143,8,1,34
1,0.514366,63.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,6.4142857,8,1,34
0,0.120198146,55.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,22.35,8,1,34
1,1.824974,100.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,25.821428,8,1,34
1,1.0563467,83.0,263.0,263.0,404,1,87.0,2,43.5,9,87.0,0.91,1500.0,675,43.0,25.092857,8,1,34
1,-0.21640962,43.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,6.0,10,1,40
1,0.6288671,69.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,34.4,10,1,40
1,-1.5119739,7.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,1.0,10,1,40
1,-1.0063878,19.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,25.071428,10,1,40
1,1.0554553,83.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,13.171429,10,1,40
1,0.85796076,76.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,30.292858,10,1,40
0,0.32867533,57.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,31.25,10,1,40
0,0.88955986,79.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,17.242857,10,1,40
0,-0.16901094,44.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,6.2,10,1,40
0,0.90535945,80.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,33.321426,10,1,40
0,0.36817425,60.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,12.25,10,1,40
0,-0.16111115,46.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,5.45,10,1,40
1,1.0396557,82.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,25.085714,10,1,40
0,0.5656688,66.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,6.2,10,1,40
0,-0.29540744,37.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,7.1,10,1,40
0,1.6716383,98.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,36.692856,10,1,40
1,0.8421612,75.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,29.164286,10,1,40
0,1.3319477,94.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,37.04286,10,1,40
0,0.47087142,64.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,14.585714,10,1,40
0,-0.99058825,22.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,7.107143,10,1,40
0,-1.4329761,11.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,3.05,10,1,40
0,-0.23220919,41.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,28.35,10,1,40
0,-0.6824968,32.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,3.35,10,1,40
1,1.1186535,86.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,16.007143,10,1,40
0,1.2924488,91.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,37.11429,10,1,40
1,0.304976,55.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,37.0,9.15,10,1,40
1,1.102854,85.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,15.657143,10,1,42
1,0.3839738,62.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,16.235714,10,1,42
0,-1.5119739,9.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,3.5,10,1,42
1,1.2134509,89.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,38.8,10,1,42
1,0.10748144,53.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,1.9,10,1,42
1,0.04428319,51.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,30.6,10,1,42
0,0.739464,72.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,31.42857,10,1,42
1,-0.64299786,33.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,6.2785716,10,1,42
0,-0.87209153,28.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,13.057142,10,1,42
0,-0.2717081,39.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,3.75,10,1,42
0,0.71576464,71.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,16.557144,10,1,42
0,-0.9826885,23.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,4.05,10,1,42
0,0.3839738,62.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,19.942858,10,1,42
0,1.7348366,100.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,16.857143,10,1,42
1,0.19437905,54.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,16.264286,10,1,42
1,1.6716383,98.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,27.95,10,1,42
0,-1.6304706,5.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,1.0,10,1,42
1,-1.0853857,16.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,10.0,10,1,42
0,-0.09001311,47.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,14.1285715,10,1,42
1,-0.0505142,48.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,36.4,10,1,42
1,-1.5119739,7.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,7.8,10,1,42
0,-1.0142876,18.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,11.5,10,1,42
0,-0.9194902,25.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,4.0,10,1,42
1,-0.6824968,31.0,238.7,249.0,513,1,68.0,1,68.0,8,72.0,0.72,1500.0,676,35.0,4.0285716,10,1,42
1,-1.2000887,15.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,5.2,9,1,22
1,-0.32073003,36.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,15.778572,9,1,22
1,-1.0305737,22.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,17.22857,9,1,22
1,-1.2954408,10.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,3.1142857,9,1,22
0,-0.19359383,40.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,11.15,9,1,22
1,-1.3060355,6.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,0.0,9,1,22
0,-0.55381304,31.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,1.9214286,9,1,22
0,-0.024078913,49.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,29.707144,9,1,22
1,-0.6809492,27.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,9.235714,9,1,22
1,-1.5391185,4.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,1.0,9,1,22
1,-0.38429812,33.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,7.15,9,1,22
1,-1.2848462,13.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,5.9428573,9,1,22
1,-0.6597599,29.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,9.085714,9,1,22
0,-0.04526828,45.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,15.114285,9,1,22
1,-1.0517632,20.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,8.85,9,1,22
0,-0.71273327,24.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,33.192856,9,1,22
1,-1.7827963,2.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,2.3214285,9,1,22
0,-1.1683047,18.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,22.0,1.25,9,1,22
0,2.2537777,99.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,10.542857,9,1,20
0,0.0288945,53.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,2.75,9,1,20
0,0.5162499,77.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,21.992857,9,1,20
0,0.2725722,70.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,7.4714284,9,1,20
1,1.2578777,86.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,27.357143,9,1,20
0,0.12424664,63.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,28.557142,9,1,20
1,1.8405852,97.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,21.95,9,1,20
0,0.26197752,68.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,31.12143,9,1,20
1,0.12424664,62.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,26.428572,9,1,20
1,1.6286916,90.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,14.1,9,1,20
1,0.3361403,72.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,9.428572,9,1,20
1,1.1837149,83.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,17.685715,9,1,20
1,0.37851903,74.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,20.928572,9,1,20
0,1.7240437,95.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,16.535715,9,1,20
1,1.3108511,88.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,26.814285,9,1,20
0,1.649881,93.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,18.7,9,1,20
0,0.0288945,53.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,7.0,9,1,20
0,0.21959879,65.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,11.185715,9,1,20
0,0.52684456,79.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,24.264286,9,1,20
0,1.0671734,81.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,20.757143,9,1,20
1,0.10305728,60.0,216.3,252.0,256,1,44.0,1,44.0,8,46.0,0.47,500.0,678,24.0,8.271429,9,1,20
0,0.9334499,79.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,28.485714,9,0,0
0,0.564345,64.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,6.3,9,0,0
0,-0.85198784,23.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,3.4285715,9,0,0
1,1.1652135,86.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,17.828571,9,0,0
1,0.38408446,56.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,27.785713,9,0,0
0,-1.4013534,7.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,1.5142858,9,0,0
1,-0.24253553,43.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,2.4428573,9,0,0
0,0.06648255,45.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,10.1,9,0,0
1,1.2853872,90.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,24.778572,9,0,0
0,0.4956743,60.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,12.685715,9,0,0
0,0.07506639,66.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,14.657143,9,0,0
1,-0.80048484,28.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,14.328571,9,0,0
1,-1.7447067,2.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,4.107143,9,0,0
0,-0.97216153,25.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,9.5,9,0,0
0,0.71885407,68.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,11.807143,9,0,0
1,-0.9206585,19.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,22.414286,9,0,0
1,-0.5000506,37.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,15.542857,9,0,0
1,-0.37987688,39.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,10.414286,9,0,0
0,-0.34554157,41.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,25.185715,9,0,0
1,0.25532693,52.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,31.928572,9,0,0
1,0.14373706,50.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,19.985714,9,0,0
1,-1.7447067,15.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,6.8285713,9,0,0
0,-1.0494161,13.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,7.6285715,9,0,0
0,0.81327623,72.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,26.442858,9,0,0
0,-0.97216153,22.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,1.7071428,9,0,0
0,-1.1266706,11.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,3.2,9,0,0
0,-0.97216153,22.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,5.2,9,0,0
1,0.8218601,74.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,11.8714285,9,0,0
1,-0.45713142,62.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,5.45,9,0,0
1,0.9763691,82.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,18.8,9,0,0
0,0.34116527,54.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,1.1142857,9,0,0
1,-0.5858889,33.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,20.657143,9,0,0
0,-0.62880814,31.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,10.8714285,9,0,0
0,0.109401725,47.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,5.5857143,9,0,0
1,1.036456,84.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,7.057143,9,0,0
1,-1.6588684,6.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,11.635715,9,0,0
1,1.4141448,96.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,9.571428,9,0,0
0,0.7617732,70.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,5.3428574,9,0,0
0,-0.29403853,49.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,3.4142857,9,0,0
1,1.2081326,88.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,26.62143,9,0,0
0,1.3712256,94.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,12.5,9,0,0
0,-0.5515536,35.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,3.0,9,0,0
1,1.9120072,100.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,15.742857,9,0,0
0,-1.6588684,4.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,8.0,9,0,0
1,-0.80048484,30.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,6.985714,9,0,0
0,0.9334499,80.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,28.935715,9,0,0
0,1.6630759,98.0,275.7,279.0,411,1,50.0,1,50.0,9,54.0,0.54,0.0,679,54.0,10.7,9,0,0
0,-1.0077949,23.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,8.2,13,0,0
0,-0.6891869,30.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,4.257143,13,0,0
0,-1.2865769,22.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,2.5,13,0,0
0,-0.3307529,39.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,8.0,13,0,0
1,-0.80866486,33.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,8.271429,13,0,0
1,-0.012144936,49.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,11.1285715,13,0,0
0,0.983505,79.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,32.685715,13,0,0
0,-0.25110093,40.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,11.435715,13,0,0
1,0.824201,70.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,11.6,13,0,0
0,-0.17144893,44.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,5.485714,13,0,0
1,1.142809,88.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,12.021429,13,0,0
1,1.501243,98.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,9.3,13,0,0
1,1.740199,99.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,25.057142,13,0,0
1,-0.3705789,46.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,11.814285,13,0,0
1,-0.21127492,42.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,5.8714285,13,0,0
0,0.585245,62.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,5.0,13,0,0
0,1.063157,85.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,3.5357141,13,0,0
1,0.26663706,55.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,11.021429,13,0,0
1,1.4215909,97.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,26.6,13,0,0
0,-1.1670989,13.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,4.3,13,0,0
1,1.4215909,96.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,10.614285,13,0,0
0,-1.1272728,17.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,3.0,13,0,0
0,0.22681105,53.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,12.700001,13,0,0
1,0.74454904,68.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,12.042857,13,0,0
1,-0.4900569,34.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,4.0,13,0,0
1,0.027681062,50.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,7.642857,13,0,0
0,-1.6051848,4.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,0.0,13,0,0
0,-1.5255328,6.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,1.55,13,0,0
1,-0.4502309,43.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,7.85,13,0,0
1,-1.3662288,9.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,3.7714286,13,0,0
0,1.182635,90.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,5.4428573,13,0,0
0,0.903853,74.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,28.535713,13,0,0
1,1.501243,98.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,23.7,13,0,0
1,0.864027,72.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,17.321428,13,0,0
1,-1.7246628,3.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,1.0,13,0,0
0,-0.7688389,27.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,2.0,13,0,0
1,0.7525142,69.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,6.5142856,13,0,0
0,0.38611504,60.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,6.2,13,0,0
1,-1.2467508,12.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,0.8,13,0,0
1,-1.4060549,10.0,286.2,220.0,648,1,101.0,2,50.5,11,101.0,1.01,0.0,681,101.0,17.2,13,0,0
