pupil_id,a01,treatment,pre_theta_sd,post_theta_sd,ple_tried,ple_pass,books_with,b_homework_pp,b_fem_pp,b_elec_pp,b_cement_pp,b_radio_pp,b_edhigh_teacher,b_fem_teacher,decile,scores_top,decile_decile,baseline_score,endline_score
1001007.0,1001.0,0.0,-1.4837382044190122,-0.985367504955539,0,0,0,0,1,0,0,1,0,0,0.0,0,0.0,18.0,20.0
1001008.0,1001.0,0.0,-1.3403346221370958,-1.3250138625767456,0,0,0,1,1,0,0,1,0,0,0.0,0,0.0,18.0,18.0
1001017.0,1001.0,0.0,-1.343167798821914,-0.4864715761679985,0,0,0,1,1,0,0,1,0,0,0.0,0,0.0,16.0,26.0
1002007.0,1002.0,0.0,-1.4045962995819825,,0,0,0,1,0,0,0,1,0,0,0.0,0,0.0,16.0,
1002022.0,1002.0,0.0,-1.8768604210110982,-1.860448558863574,1,0,0,1,1,1,1,1,0,0,0.0,0,0.0,14.0,14.0
1002025.0,1002.0,0.0,-1.8385990992006782,-0.8883830445773632,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,12.0,20.0
1002030.0,1002.0,0.0,-1.3670316737134522,,0,0,0,0,1,1,0,0,0,0,0.0,0,0.0,18.0,
1002032.0,1002.0,0.0,-2.6377318056725567,-2.196941334537107,0,0,0,1,1,0,0,1,0,0,0.0,0,0.0,6.0,10.0
1002035.0,1002.0,0.0,-1.5551279463701084,-1.226254171203288,1,0,0,0,1,1,1,1,0,0,0.0,0,0.0,16.0,22.0
1002044.0,1002.0,0.0,-1.4415766688268208,,0,0,0,0,1,0,0,1,0,0,0.0,0,0.0,16.0,
1002045.0,1002.0,0.0,-1.3466281489213179,-1.5661174524794006,1,1,0,1,1,0,0,1,0,0,0.0,0,0.0,16.0,14.0
1005006.0,1005.0,0.0,-1.2814463675669923,,0,0,0,1,1,1,0,1,0,0,0.0,0,0.0,18.0,
1005009.0,1005.0,0.0,-1.5230676329037287,,0,0,0,1,1,1,0,0,0,0,0.0,0,0.0,18.0,
1005012.0,1005.0,0.0,-1.3715384715459538,,0,0,0,1,1,1,0,1,0,0,0.0,0,0.0,18.0,
1005024.0,1005.0,0.0,-1.5970044396003524,0.5715174312508573,1,1,0,0,1,1,1,0,0,0,0.0,0,0.0,16.0,36.0
1005031.0,1005.0,0.0,-1.7837443544887353,,0,0,0,1,1,0,0,1,0,0,0.0,0,0.0,12.0,
1011015.0,1011.0,1.0,-2.412092699785737,,0,0,0,1,0,1,1,0,0,0,0.0,0,4000.0,10.0,
1012005.0,1012.0,1.0,-1.7468860507581832,-0.508810935678346,1,1,0,1,1,1,1,1,0,0,0.0,0,10000.0,14.0,24.0
1012014.0,1012.0,1.0,-1.469442233650561,-1.4442084975767924,0,0,0,1,1,1,1,1,0,0,0.0,0,14000.0,18.0,18.0
1012024.0,1012.0,1.0,-1.4647348900662203,,0,0,0,1,0,0,0,0,0,0,0.0,0,14000.0,16.0,
1012029.0,1012.0,1.0,-2.100656244044179,,0,0,0,1,0,0,1,1,0,0,0.0,0,6000.0,12.0,
1013027.0,1013.0,1.0,-1.4738737599775389,,0,0,1,1,1,1,0,1,0,0,0.0,0,14000.0,14.0,
1016012.0,1016.0,1.0,-2.5068080518304345,-1.5929447250972848,0,0,0,1,1,0,0,1,0,0,0.0,0,2000.0,10.0,16.0
1018028.0,1018.0,1.0,-2.10175830979912,,0,0,1,1,1,1,1,1,0,0,0.0,0,6000.0,12.0,
1022003.0,1022.0,0.0,-1.6409432116453442,-0.614415554380708,0,0,0,1,1,0,1,0,0,0,0.0,0,0.0,14.0,24.0
1023003.0,1023.0,0.0,-1.2683901706364118,,0,0,0,1,1,0,1,1,1,0,0.0,0,0.0,18.0,
1023007.0,1023.0,0.0,-1.723905914146417,,0,0,0,1,1,0,0,1,1,0,0.0,0,0.0,12.0,
1023010.0,1023.0,0.0,-1.7163296967334305,,0,0,0,1,1,1,1,1,1,0,0.0,0,0.0,16.0,
1023041.0,1023.0,0.0,-1.6069281118872023,-0.5657294632981754,0,0,0,0,0,1,1,1,1,0,0.0,0,0.0,14.0,26.0
1023072.0,1023.0,0.0,-1.5813932897913388,-0.4742116127208042,0,0,0,0,0,1,1,1,1,0,0.0,0,0.0,16.0,24.0
1024004.0,1024.0,0.0,-1.5283841007849897,-0.7325635411019054,0,0,1,1,1,0,0,1,1,0,0.0,0,0.0,16.0,22.0
1024005.0,1024.0,0.0,-1.3337973654158048,,0,0,1,1,1,0,0,1,1,0,0.0,0,0.0,16.0,
1024006.0,1024.0,0.0,-1.4660114306252616,-0.529505753175027,0,0,1,1,1,1,1,0,1,0,0.0,0,0.0,16.0,26.0
1027023.0,1027.0,1.0,-1.310900522139636,-0.5173117024316038,0,0,0,1,1,0,0,0,1,0,0.0,0,20000.0,18.0,26.0
1027043.0,1027.0,1.0,-1.8871902652940067,-2.4489861658714447,0,0,0,1,1,0,0,1,1,0,0.0,0,8000.0,12.0,10.0
1027047.0,1027.0,1.0,-1.3757007317767953,-1.8205851438902934,1,0,0,1,1,0,1,1,1,0,0.0,0,18000.0,18.0,14.0
1027057.0,1027.0,1.0,-1.6400368785441983,,0,0,0,1,0,0,0,0,1,0,0.0,0,10000.0,14.0,
1028004.0,1028.0,0.0,-2.0971258366287993,,0,0,0,1,1,1,1,1,0,0,0.0,0,0.0,12.0,
1028012.0,1028.0,0.0,-3.310906672209359,-2.564443296543046,0,0,0,1,1,1,1,1,0,0,0.0,0,0.0,2.0,8.0
1028035.0,1028.0,0.0,-1.3511250531633954,,0,0,0,1,0,1,1,1,0,0,0.0,0,0.0,16.0,
1028036.0,1028.0,0.0,-1.32950207650291,-1.344580844189374,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,20.0,20.0
1028039.0,1028.0,0.0,-2.0971258366287993,,0,0,0,0,1,1,1,1,0,0,0.0,0,0.0,12.0,
2004037.0,2004.0,1.0,-1.5148407113746074,,0,0,0,1,0,1,1,1,0,0,0.0,0,14000.0,18.0,
2004041.0,2004.0,1.0,-1.6242638214648664,-2.350386643705123,0,0,0,1,0,0,1,1,0,0,0.0,0,10000.0,14.0,8.0
2004048.0,2004.0,1.0,-3.28267999133514,-2.801402809029693,1,0,0,1,0,1,1,1,0,0,0.0,0,2000.0,4.0,6.0
2004050.0,2004.0,1.0,-1.4817130934169387,-1.4071398882011448,1,0,0,1,0,1,1,1,0,0,0.0,0,14000.0,16.0,18.0
2004055.0,2004.0,1.0,-1.5847049686400458,,0,0,0,1,0,1,1,1,0,0,0.0,0,12000.0,16.0,
2004080.0,2004.0,1.0,-2.455272071917097,-2.0095005790946296,1,0,0,1,0,0,0,0,0,0,0.0,0,2000.0,10.0,12.0
2005016.0,2005.0,1.0,-1.2704926922986954,,0,0,0,1,1,0,0,1,0,1,0.0,0,20000.0,14.0,
2005032.0,2005.0,1.0,-1.4156263159331461,-1.1610027336244901,0,0,0,1,0,0,1,1,0,1,0.0,0,16000.0,16.0,18.0
2005036.0,2005.0,1.0,-1.285072903246087,,0,0,0,1,0,0,1,1,0,1,0.0,0,20000.0,20.0,
2007003.0,2007.0,1.0,-2.1260909269612904,,0,0,1,1,0,0,0,1,0,0,0.0,0,4000.0,12.0,
2007006.0,2007.0,1.0,-1.960609663950885,,0,0,1,1,0,1,1,1,0,0,0.0,0,6000.0,12.0,
2007017.0,2007.0,1.0,-2.901146511558842,,1,0,1,1,1,1,1,1,0,0,0.0,0,2000.0,6.0,
2007019.0,2007.0,1.0,-2.513964593833405,-1.8131223016756801,1,0,1,1,1,1,0,0,0,0,0.0,0,2000.0,10.0,14.0
2011019.0,2011.0,1.0,-1.3673009398095886,-1.223953510338187,0,0,1,1,0,0,0,1,1,0,0.0,0,18000.0,14.0,18.0
2011028.0,2011.0,1.0,-1.379905240312691,-0.3807150106343262,0,0,1,1,1,1,1,1,1,0,0.0,0,18000.0,14.0,24.0
2017030.0,2017.0,0.0,-1.301125521103483,-1.1912989129605231,1,0,0,0,1,0,1,1,0,0,0.0,0,0.0,18.0,20.0
2018025.0,2018.0,1.0,-1.2923442911162777,0.02980667863941741,1,0,1,1,1,1,1,1,1,1,0.0,0,20000.0,18.0,32.0
2018031.0,2018.0,1.0,-1.5024263945470808,,0,0,1,1,1,1,1,1,1,1,0.0,0,14000.0,16.0,
2018046.0,2018.0,1.0,-1.346460893764284,-1.00864618734321,0,0,1,0,0,0,0,1,1,1,0.0,0,18000.0,18.0,20.0
2018053.0,2018.0,1.0,-1.6597157646863532,-2.460444815342873,0,0,1,0,0,0,1,1,1,1,0.0,0,10000.0,14.0,10.0
2020006.0,2020.0,1.0,-2.5804612868339576,-3.200048189324602,0,0,1,1,0,0,1,1,0,0,0.0,0,2000.0,8.0,6.0
2020007.0,2020.0,1.0,-2.405070122344995,-1.742332993705591,0,0,1,1,0,0,0,1,0,0,0.0,0,4000.0,10.0,14.0
2020011.0,2020.0,1.0,-3.28267999133514,-2.3342175756144923,0,0,1,1,0,0,0,1,0,0,0.0,0,2000.0,4.0,10.0
2020013.0,2020.0,1.0,-1.2892282112241982,-1.3228220312063095,0,0,1,1,0,0,1,1,0,0,0.0,0,20000.0,20.0,18.0
2020016.0,2020.0,1.0,-1.61675485372733,-1.3984644126737429,1,0,1,0,1,1,0,1,0,0,0.0,0,12000.0,14.0,16.0
2020017.0,2020.0,1.0,-3.1893516137101634,-2.24449099969255,0,0,1,0,1,0,1,1,0,0,0.0,0,2000.0,4.0,8.0
2020022.0,2020.0,1.0,-1.5446047759824268,,0,0,1,1,1,1,1,1,0,0,0.0,0,12000.0,14.0,
2020025.0,2020.0,1.0,-1.3534578013487906,-1.2783599684461848,0,0,1,1,1,0,0,1,0,0,0.0,0,18000.0,18.0,18.0
2020026.0,2020.0,1.0,-1.9564609071340007,-1.3519496972949587,1,0,1,1,1,0,0,1,0,0,0.0,0,6000.0,12.0,18.0
2020034.0,2020.0,1.0,-1.8195751954840305,-1.6056431484065838,0,0,1,1,0,0,0,1,0,0,0.0,0,8000.0,12.0,16.0
2020037.0,2020.0,1.0,-1.4559128824428076,-2.2629478937201637,0,0,1,1,0,0,0,1,0,0,0.0,0,16000.0,18.0,10.0
2020040.0,2020.0,1.0,-2.126551112613178,,0,0,1,1,0,1,0,1,0,0,0.0,0,4000.0,10.0,
2020042.0,2020.0,1.0,-1.6024868256669684,-2.323982255229284,0,0,1,1,1,0,0,0,0,0,0.0,0,12000.0,14.0,8.0
2020044.0,2020.0,1.0,-2.0064972059150836,-2.0324069148697186,0,0,1,1,1,1,0,1,0,0,0.0,0,6000.0,14.0,12.0
2022022.0,2022.0,0.0,-1.359340209341742,-1.5407553671244547,0,0,1,1,0,1,0,1,1,0,0.0,0,0.0,18.0,14.0
2022046.0,2022.0,0.0,-2.2703266404161724,,0,0,1,1,1,0,0,1,1,0,0.0,0,0.0,8.0,
2023007.0,2023.0,1.0,-2.1348561132883486,,0,0,0,1,0,1,1,1,1,1,0.0,0,4000.0,10.0,
2023022.0,2023.0,1.0,-1.6246242690295056,,0,0,0,1,0,1,1,1,1,1,0.0,0,10000.0,16.0,
2025037.0,2025.0,1.0,-2.3099512722475963,-1.6288373341841464,0,0,1,1,0,0,0,1,0,0,0.0,0,4000.0,8.0,14.0
2031072.0,2031.0,1.0,-3.5131918242029845,-3.768414102429465,0,0,1,0,0,0,0,0,0,0,0.0,0,2000.0,2.0,0.0
2032023.0,2032.0,0.0,-1.5198236048219755,,0,0,1,1,1,0,0,1,0,1,0.0,0,0.0,16.0,
3003010.0,3003.0,1.0,-1.9763745655029754,,0,0,0,1,0,1,0,1,0,0,0.0,0,6000.0,14.0,
3003017.0,3003.0,1.0,-1.3737031623913076,-0.6677425415551387,1,0,0,1,1,0,0,1,0,0,0.0,0,18000.0,16.0,22.0
3003029.0,3003.0,1.0,-1.944236306587714,,0,0,0,1,1,0,0,1,0,0,0.0,0,6000.0,14.0,
3005014.0,3005.0,0.0,-2.933954459588079,-3.768414102429465,0,0,1,1,0,0,1,1,1,0,0.0,0,0.0,4.0,0.0
3006003.0,3006.0,0.0,-1.295566927651168,,0,0,1,1,0,0,0,1,0,0,0.0,0,0.0,18.0,
3006006.0,3006.0,0.0,-1.275990720933955,-0.38393132997803353,1,1,1,1,1,0,0,1,0,0,0.0,0,0.0,16.0,26.0
3006007.0,3006.0,0.0,-1.8073555417329559,,0,0,1,1,1,0,0,0,0,0,0.0,0,0.0,14.0,
3008004.0,3008.0,1.0,-1.9584384219443045,,0,0,1,1,0,0,1,0,0,1,0.0,0,6000.0,14.0,
3008011.0,3008.0,1.0,-1.7804929730627481,-1.4933998302567921,0,0,1,1,1,0,0,1,0,1,0.0,0,8000.0,14.0,16.0
3008013.0,3008.0,1.0,-1.269226179027246,-0.4311652692714975,0,0,1,1,0,0,1,1,0,1,0.0,0,20000.0,18.0,26.0
3008015.0,3008.0,1.0,-1.4282580243556666,-0.7689476878265252,0,0,1,1,0,1,1,1,0,1,0.0,0,16000.0,16.0,22.0
3008023.0,3008.0,1.0,-2.0003649179153404,-1.4640377930328266,0,0,1,1,0,0,1,1,0,1,0.0,0,6000.0,12.0,14.0
3008026.0,3008.0,1.0,-1.4140678080470186,-0.5007665776319825,0,0,1,1,1,1,1,1,0,1,0.0,0,16000.0,18.0,26.0
3008038.0,3008.0,1.0,-1.7105542464747934,-1.5113492098350845,0,0,1,1,1,0,0,0,0,1,0.0,0,10000.0,16.0,16.0
3013008.0,3013.0,1.0,-2.7864076020731616,-2.6313400114699337,0,0,1,0,1,0,1,1,1,0,0.0,0,2000.0,8.0,6.0
3013016.0,3013.0,1.0,-1.853141340152388,-1.670785622793549,0,0,1,0,0,1,0,1,1,0,0.0,0,8000.0,14.0,14.0
3013018.0,3013.0,1.0,-1.2820867770011992,-0.9048664347097101,0,0,1,0,0,1,1,1,1,0,0.0,0,20000.0,18.0,20.0
3013019.0,3013.0,1.0,-2.403104239188298,,0,0,1,0,0,1,0,1,1,0,0.0,0,4000.0,8.0,
3013031.0,3013.0,1.0,-2.1489179803158196,-0.35240313123986744,0,0,1,0,0,1,0,1,1,0,0.0,0,4000.0,10.0,26.0
3013033.0,3013.0,1.0,-2.153167277402959,,0,0,1,0,0,0,1,1,1,0,0.0,0,4000.0,10.0,
3013042.0,3013.0,1.0,-2.90831909722196,,0,0,1,0,0,0,0,1,1,0,0.0,0,2000.0,6.0,
3013046.0,3013.0,1.0,-1.9757554139184634,-2.125311606169643,0,0,1,1,1,1,1,1,1,0,0.0,0,6000.0,12.0,10.0
3013047.0,3013.0,1.0,-2.3435766447613307,,0,0,1,1,1,1,1,1,1,0,0.0,0,4000.0,8.0,
3013049.0,3013.0,1.0,-1.5750398666759007,,0,0,1,1,0,0,0,1,1,0,0.0,0,12000.0,14.0,
3016001.0,3016.0,0.0,-1.3921045720942458,-0.7426853525915725,0,0,1,1,0,0,0,1,0,0,0.0,0,0.0,16.0,22.0
3016011.0,3016.0,0.0,-1.2753170209049427,,0,0,1,1,0,1,0,1,0,0,0.0,0,0.0,20.0,
3016015.0,3016.0,0.0,-1.5036413007117235,-0.317380188805857,0,0,1,0,0,0,0,1,0,0,0.0,0,0.0,16.0,26.0
3016019.0,3016.0,0.0,-2.2046646188347756,-3.223109613814447,0,0,1,1,0,0,1,1,0,0,0.0,0,0.0,10.0,4.0
3016023.0,3016.0,0.0,-1.3270270745308768,-0.6759396486158198,0,0,1,1,0,0,0,1,0,0,0.0,0,0.0,18.0,24.0
3016024.0,3016.0,0.0,-1.8512257271308186,-1.7889120174221314,0,0,1,1,0,0,0,1,0,0,0.0,0,0.0,12.0,14.0
3016025.0,3016.0,0.0,-1.6708435136672464,-1.6288373341841464,0,0,1,1,0,0,0,1,0,0,0.0,0,0.0,16.0,14.0
3016029.0,3016.0,0.0,-1.609788429097103,-1.4039125722653782,0,0,1,1,0,0,1,1,0,0,0.0,0,0.0,16.0,18.0
3016038.0,3016.0,0.0,-1.6738109223086293,-1.441372646948616,0,0,1,1,1,0,0,1,0,0,0.0,0,0.0,16.0,18.0
3016040.0,3016.0,0.0,-1.3808056907384496,,0,0,1,1,1,0,0,0,0,0,0.0,0,0.0,18.0,
3016047.0,3016.0,0.0,-2.092135589837197,,0,0,1,1,1,0,1,1,0,0,0.0,0,0.0,12.0,
3016049.0,3016.0,0.0,-2.785542046608223,-2.5013914447704217,0,0,1,1,1,1,0,1,0,0,0.0,0,0.0,6.0,8.0
3016053.0,3016.0,0.0,-1.739587923454414,-2.125311606169643,0,0,1,1,1,0,1,1,0,0,0.0,0,0.0,12.0,10.0
3016055.0,3016.0,0.0,-1.5558384131202914,,0,0,1,0,1,0,0,1,0,0,0.0,0,0.0,18.0,
3016057.0,3016.0,0.0,-2.513939993554513,-1.7240116686062203,0,0,1,0,1,0,0,1,0,0,0.0,0,0.0,8.0,14.0
3016058.0,3016.0,0.0,-1.9589729432215401,-1.291711235026305,0,0,1,1,1,0,0,1,0,0,0.0,0,0.0,14.0,18.0
3016065.0,3016.0,0.0,-1.3608000487179646,-1.9462318705156834,0,0,1,1,1,0,0,0,0,0,0.0,0,0.0,18.0,14.0
3016066.0,3016.0,0.0,-2.4467745473201608,-2.4016193984416794,0,0,1,1,1,0,0,1,0,0,0.0,0,0.0,10.0,10.0
3017016.0,3017.0,0.0,-2.2636749389191655,,0,0,0,0,0,0,1,1,0,0,0.0,0,0.0,12.0,
3017022.0,3017.0,0.0,-1.3134497260398497,,0,0,0,1,1,1,1,1,0,0,0.0,0,0.0,18.0,
3017024.0,3017.0,0.0,-1.3627068377264528,-0.8842346888519825,0,0,0,0,1,0,0,1,0,0,0.0,0,0.0,18.0,22.0
3017031.0,3017.0,0.0,-2.098260791887042,,0,0,0,1,1,0,0,1,0,0,0.0,0,0.0,12.0,
3020026.0,3020.0,1.0,-1.389425548244008,,0,0,1,1,1,0,0,1,0,0,0.0,0,16000.0,18.0,
3020036.0,3020.0,1.0,-1.6631719701735523,-1.3005061021246351,0,0,1,1,1,0,0,1,0,0,0.0,0,10000.0,16.0,18.0
3020043.0,3020.0,1.0,-1.571791693981943,,0,0,1,1,1,0,0,1,0,0,0.0,0,12000.0,16.0,
3021004.0,3021.0,1.0,-2.6208645709711895,-3.0956849822504173,0,0,1,1,0,0,0,1,0,1,0.0,0,2000.0,8.0,6.0
3021008.0,3021.0,1.0,-1.954203831545633,,0,0,1,1,0,0,0,1,0,1,0.0,0,6000.0,12.0,
3021013.0,3021.0,1.0,-1.6440590241430881,-1.860448558863574,0,0,1,1,0,0,1,1,0,1,0.0,0,10000.0,16.0,14.0
3021015.0,3021.0,1.0,-1.6423772474681633,,0,0,1,1,1,0,0,0,0,1,0.0,0,10000.0,16.0,
3021016.0,3021.0,1.0,-1.9166227609254518,,0,0,1,1,1,0,0,0,0,1,0.0,0,8000.0,14.0,
3021020.0,3021.0,1.0,-2.461120253435068,,0,0,1,1,1,0,0,1,0,1,0.0,0,2000.0,8.0,
3021028.0,3021.0,1.0,-1.4136704600640408,0.11175337667032552,0,0,1,1,1,1,0,1,0,1,0.0,0,16000.0,18.0,32.0
3023003.0,3023.0,0.0,-1.9766224400522487,-0.9024646319370981,0,0,1,1,0,0,0,1,1,0,0.0,0,0.0,12.0,20.0
3023011.0,3023.0,0.0,-2.382849653041196,-1.8492319012660319,0,0,1,1,1,0,0,1,1,0,0.0,0,0.0,8.0,12.0
3024009.0,3024.0,0.0,-1.6235288881329593,,0,0,1,1,0,0,0,1,1,0,0.0,0,0.0,16.0,
3024023.0,3024.0,0.0,-1.459573510899715,,0,0,1,1,0,0,1,1,1,0,0.0,0,0.0,18.0,18.0
3024031.0,3024.0,0.0,-1.3214837225557017,-0.505209735612567,0,0,1,0,1,1,1,0,1,0,0.0,0,0.0,18.0,24.0
3024037.0,3024.0,0.0,-1.462809116059891,-1.3512606220916388,0,0,1,0,1,0,0,1,1,0,0.0,0,0.0,16.0,16.0
3028002.0,3028.0,1.0,-1.9589729432215401,-1.1621092113859717,0,0,0,1,1,0,0,0,0,0,0.0,0,6000.0,14.0,18.0
3028003.0,3028.0,1.0,-2.133993632858272,,0,0,0,1,1,0,0,0,0,0,0.0,0,4000.0,12.0,
3028004.0,3028.0,1.0,-1.2685669182923662,-1.4878635642315154,1,0,0,1,1,1,0,1,0,0,0.0,0,20000.0,18.0,16.0
3028006.0,3028.0,1.0,-3.2259218000439063,-1.2875742435601951,0,0,0,1,1,1,0,0,0,0,0.0,0,2000.0,4.0,20.0
3028007.0,3028.0,1.0,-2.453021146398452,-2.0533992419892533,0,0,0,1,1,0,0,0,0,0,0.0,0,2000.0,10.0,12.0
3028008.0,3028.0,1.0,-1.295566927651168,-1.0855993358446652,0,0,0,1,1,0,1,1,0,0,0.0,0,20000.0,18.0,20.0
3028013.0,3028.0,1.0,-1.3627068377264528,-0.022814807381206715,0,0,0,1,1,0,0,0,0,0,0.0,0,18000.0,18.0,30.0
3028016.0,3028.0,1.0,-2.8491460676842446,-2.378966552496915,0,0,0,1,1,0,1,1,0,0,0.0,0,2000.0,8.0,10.0
3028017.0,3028.0,1.0,-1.3347704134037293,-1.2678892073483172,1,0,0,1,1,1,0,0,0,0,0.0,0,18000.0,16.0,20.0
3028019.0,3028.0,1.0,-1.3692031831143685,-0.581575318485425,0,0,0,1,1,0,1,1,0,0,0.0,0,18000.0,16.0,24.0
3028025.0,3028.0,1.0,-1.4806883046250396,,0,0,0,1,0,0,0,1,0,0,0.0,0,14000.0,16.0,
3030002.0,3030.0,1.0,-1.5154482313055126,0.9155393629342785,1,1,1,1,0,0,0,1,1,0,0.0,0,14000.0,14.0,44.0
3030010.0,3030.0,1.0,-1.6772461373404692,-0.3887865760543559,0,0,1,0,1,1,0,1,1,0,0.0,0,10000.0,16.0,28.0
3030024.0,3030.0,1.0,-1.9699567003526128,,0,0,1,1,1,0,0,1,1,0,0.0,0,6000.0,12.0,
3031013.0,3031.0,0.0,-1.5502681880143698,-1.8703576581591237,1,0,0,1,1,0,1,1,0,0,0.0,0,0.0,18.0,12.0
3031017.0,3031.0,0.0,-1.5418063605612606,-1.410777119653671,0,0,0,1,0,0,0,1,0,0,0.0,0,0.0,16.0,18.0
3032016.0,3032.0,0.0,-1.3447985031787035,-1.487225026557659,0,0,0,1,1,0,0,1,0,0,0.0,0,0.0,18.0,16.0
3032035.0,3032.0,0.0,-1.2687026209177776,-2.129227195125722,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,18.0,12.0
3033004.0,3033.0,1.0,-1.520589422199666,-0.6674369766779195,0,0,1,1,0,0,0,1,0,0,0.0,0,14000.0,16.0,24.0
3033005.0,3033.0,1.0,-2.5330528058878095,-2.3931697374308483,0,0,1,1,0,1,1,1,0,0,0.0,0,2000.0,8.0,12.0
3033017.0,3033.0,1.0,-1.3948963026570174,,0,0,1,1,0,0,0,1,0,0,0.0,0,16000.0,18.0,
3033021.0,3033.0,1.0,-1.3148173143702262,-1.1325182846105735,0,0,1,1,1,0,0,1,0,0,0.0,0,20000.0,16.0,20.0
3033022.0,3033.0,1.0,-1.3187061638927267,,0,0,1,1,1,1,0,1,0,0,0.0,0,18000.0,18.0,
3034007.0,3034.0,0.0,-1.3035977154349905,-1.1127250205412864,0,0,1,0,1,0,0,0,0,0,0.0,0,0.0,18.0,20.0
3034011.0,3034.0,0.0,-2.455272071917097,-1.7578719470439423,0,0,1,1,1,0,0,1,0,0,0.0,0,0.0,10.0,12.0
3034012.0,3034.0,0.0,-1.4073551406414522,-0.9616661389715746,0,0,1,0,1,0,0,0,0,0,0.0,0,0.0,14.0,20.0
3034013.0,3034.0,0.0,-1.3764407456010823,-0.4480690701482835,0,0,1,0,1,0,0,1,0,0,0.0,0,0.0,18.0,26.0
3034016.0,3034.0,0.0,-1.34410648663769,-1.089830049025468,0,0,1,1,0,0,0,0,0,0,0.0,0,0.0,18.0,20.0
3034018.0,3034.0,0.0,-1.6133561380223247,-0.821559261455561,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,16.0,24.0
3034024.0,3034.0,0.0,-1.5339775891981244,-1.1003455986745798,0,0,1,0,1,0,0,1,0,0,0.0,0,0.0,16.0,20.0
3034026.0,3034.0,0.0,-1.4802354723173863,,0,0,1,1,0,0,0,0,0,0,0.0,0,0.0,16.0,
3034028.0,3034.0,0.0,-2.898924732022798,,0,0,1,1,0,0,0,1,0,0,0.0,0,0.0,6.0,
3034032.0,3034.0,0.0,-1.3065599098868252,,0,0,1,0,0,0,0,1,0,0,0.0,0,0.0,18.0,
3034035.0,3034.0,0.0,-1.574159604522494,-1.290054727116112,0,0,1,0,0,0,0,1,0,0,0.0,0,0.0,18.0,18.0
3036015.0,3036.0,1.0,-1.4985712367108892,-0.7899713669319307,1,0,1,1,1,0,0,1,0,0,0.0,0,14000.0,16.0,24.0
3036019.0,3036.0,1.0,-1.624030920998397,-2.4563207925020487,0,0,1,1,1,0,0,1,0,0,0.0,0,12000.0,14.0,6.0
3036023.0,3036.0,1.0,-2.9540119761097063,-2.2590712106399415,0,0,1,1,1,0,0,0,0,0,0.0,0,2000.0,6.0,12.0
3036025.0,3036.0,1.0,-1.3948963026570174,-0.9394546942266087,0,0,1,1,1,0,0,1,0,0,0.0,0,16000.0,18.0,22.0
3036040.0,3036.0,1.0,-2.30287441375669,-0.7921348545027735,1,0,1,1,0,0,1,1,0,0,0.0,0,4000.0,10.0,22.0
3036049.0,3036.0,1.0,-2.319225309995655,,0,0,1,1,0,1,1,1,0,0,0.0,0,4000.0,10.0,
4001004.0,4001.0,0.0,-2.10175830979912,-0.5742761216043125,1,1,1,1,1,0,0,1,0,0,0.0,0,0.0,12.0,22.0
4001007.0,4001.0,0.0,-1.9795540178526363,-2.4477516062231217,0,0,1,1,1,1,0,1,0,0,0.0,0,0.0,14.0,8.0
4001017.0,4001.0,0.0,-1.7710105014299447,-2.1616753640761592,1,0,1,1,1,1,0,1,0,0,0.0,0,0.0,14.0,12.0
4001022.0,4001.0,0.0,-2.0389496531748934,,0,0,1,1,1,0,0,1,0,0,0.0,0,0.0,12.0,
4001024.0,4001.0,0.0,-2.472363383071853,-2.1878286692706954,0,0,1,1,1,0,0,1,0,0,0.0,0,0.0,10.0,10.0
4001033.0,4001.0,0.0,-1.5672421130557157,-1.4651135204456929,0,0,1,1,1,0,1,1,0,0,0.0,0,0.0,16.0,18.0
4001034.0,4001.0,0.0,-1.2775192806544744,-1.3090486826671515,1,1,1,1,1,0,0,1,0,0,0.0,0,0.0,16.0,18.0
4002002.0,4002.0,1.0,-1.5845969413283882,-1.0932282967903855,1,0,1,1,1,0,0,1,1,0,0.0,0,12000.0,16.0,20.0
4002004.0,4002.0,1.0,-1.641047094344797,,0,0,1,1,1,0,0,1,1,0,0.0,0,10000.0,16.0,
4002005.0,4002.0,1.0,-1.295052460949116,-1.756929916798969,0,0,1,1,1,0,1,0,1,0,0.0,0,20000.0,18.0,14.0
4002010.0,4002.0,1.0,-1.4149532843899733,,0,0,1,1,0,0,0,1,1,0,0.0,0,16000.0,16.0,
4002014.0,4002.0,1.0,-1.860000539653965,-0.8958765034434241,0,0,1,1,1,1,1,1,1,0,0.0,0,8000.0,12.0,22.0
4002015.0,4002.0,1.0,-1.3270270745308768,-1.0655567934058419,0,0,1,1,0,0,0,1,1,0,0.0,0,18000.0,18.0,20.0
4003031.0,4003.0,0.0,-1.2645200387174163,0.4012280169915196,1,1,0,1,1,0,0,0,0,0,0.0,0,0.0,18.0,36.0
4007028.0,4007.0,1.0,-3.28267999133514,-2.287232379901893,0,0,0,1,1,1,1,1,0,0,0.0,0,2000.0,4.0,10.0
4009015.0,4009.0,1.0,-1.492813167084078,,0,0,1,1,0,0,0,1,0,0,0.0,0,14000.0,14.0,
